"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"11174","sy26948",2163,13540749,5,"S","N","O","M","F","1","Y",40,3
"11175","fy27144",6340,13492888,NA,"","","","","","","",NA,NA
"11176","px62373",11951,5256076,6,"S","N","O","M","","1","F",50,NA
"11177","my30210",60532,14499460,8,"M","Y","O","S","","1","M",90,1
"11178","tx82190",60647,7600849,5,"S","Y","O","S","H","4","F",56,NA
"11179","jy43345",11763,12905862,NA,"","","","","","","",NA,NA
"11180","gx92639",20817,9982249,12,"S","N","O","A","H","2","Y",40,1
"11181","iz33472",6824,383996,11,"S","Y","O","A","G","1","F",42,2
"11182","ny29128",20818,14249276,NA,"","","","","","","Y",NA,NA
"11183","fy32400",10023,15063262,NA,"","","","","","","Y",NA,NA
"11184","gy38797",11788,17601803,7,"S","N","O","M","H","1","M",34,1
"11185","ay47321",6441,19149403,NA,"","","","","","","",NA,NA
"11186","zy47629",11050,19439203,11,"M","","O","M","","1","M",90,2
"11187","lx71354",21212,6285630,12,"S","Y","O","M","","1","F",38,2
"11188","zx88854",1886,8615356,NA,"","","","","","","",NA,NA
"11189","jx91204",2891,9082988,NA,"","","","","","","F",NA,NA
"11190","ky43038",11901,18378503,12,"S","N","O","M","E","1","M",28,1
"11191","fy45319",22206,19081570,NA,"","","","","","","",NA,NA
"11192","dy39750",2888,17823796,9,"S","N","O","M","H","1","Y",70,2
"11193","ay21905",1913,12501260,9,"S","Y","O","M","F","1","F",34,3
"11194","dy23338",60491,7959298,NA,"S","","O","S","G","1","Y",28,2
"11195","hy41456",11377,18204670,NA,"","","","","","","F",NA,NA
"11196","ly51565",11756,20302556,NA,"","","","","","","Y",NA,NA
"11197","zy52221",2917,20459472,11,"S","N","O","M","H","1","Y",54,1
"11198","ry36629",2129,15990849,12,"S","","","A","H","1","Y",50,2
"11199","dy25617",7470,8512572,7,"S","N","O","M","H","2","Y",64,1
"11200","ly26348",6238,13274737,NA,"","","","","","","",NA,NA
"11201","yy39902",2914,17877648,NA,"","","","","","","M",NA,NA
"11202","dx77260",2035,7038836,1,"S","N","R","S","A","1","M",54,1
"11203","iy45098",11719,19038070,NA,"","","","","","","F",NA,NA
"11204","xy45130",11766,19039936,NA,"","","","","","","",NA,NA
"11205","qy31897",19422,14955972,11,"S","Y","O","M","E","1","M",30,NA
"11206","vx28885",22203,2346448,NA,"","","","","","","M",NA,NA
"11207","vx82183",7940,7692462,NA,"S","","O","","","3","M",50,NA
"11208","rz26933",22031,248860,NA,"S","","","B","","3","Y",44,NA
"11209","nx66253",7928,5763237,12,"S","Y","O","M","G","1","Y",40,2
"11210","zy44848",12603,18992930,NA,"","","","","","","",NA,NA
"11211","vy31047",20008,14720770,NA,"M","","","","","4","Y",34,NA
"11212","hy48515",2199,19576437,4,"M","","","S","H","1","Y",64,3
"11213","vy23445",2920,12754176,NA,"","","","","","","",NA,NA
"11214","jy35852",1562,15749472,5,"S","Y","O","M","H","1","F",34,3
"11215","uy48522",1520,19564772,8,"S","Y","O","S","B","1","Y",46,1
"11216","xx62635",11710,5285037,11,"S","N","O","M","H","1","M",58,3
"11217","zy27702",6442,13818636,NA,"","","","","","","F",NA,NA
"11218","cy46317",11762,14301862,12,"S","Y","O","M","","1","Y",36,2
"11219","ay21533",10471,12430236,NA,"","","","","","","",NA,NA
"11220","sy45195",8753,19053096,NA,"","","","","","","",NA,NA
"11221","ry39729",22304,17843676,7,"S","","O","","H","2","F",30,3
"11222","ly28221",2914,13972996,5,"S","Y","O","M","C","1","F",38,NA
"11223","bx95466",6419,10542272,NA,"","","","","","","F",NA,NA
"11224","ty44798",46062,18980436,7,"S","","O","A","E","1","F",36,1
"11225","vy49722",20745,19639988,4,"M","N","R","S","","2","M",28,NA
"11226","ny29541",21224,14378560,NA,"S","Y","O","S","H","1","F",28,NA
"11227","fy21471",10552,12385549,NA,"M","","","B","A","3","Y",32,2
"11228","dy31486",60634,14557448,5,"S","N","O","M","E","3","F",42,2
"11229","ey26981",6379,13544372,9,"M","Y","O","M","H","1","M",32,2
"11230","mx58437",10023,4791348,NA,"","","","","","","",NA,NA
"11231","my31007",8731,14431149,8,"S","","O","M","E","3","Y",34,4
"11232","fy41046",7003,13209262,12,"S","N","O","S","E","2","M",34,2
"11233","wy16702",11725,11384088,NA,"","","","","","","Y",NA,NA
"11234","dy37141",2905,14473796,NA,"","","","","","","F",NA,NA
"11235","qy41072",60035,18140037,12,"S","","O","M","F","1","M",44,1
"11236","py39727",2124,17841948,NA,"","","","","","","",NA,NA
"11237","qy33745",10301,15342276,3,"M","Y","","M","G","1","M",38,1
"11238","dx68100",6470,5958937,12,"S","Y","O","M","E","1","Y",52,1
"11239","gx59792",20109,4953856,NA,"","","","","","","M",NA,NA
"11240","nx95819",6824,10616960,11,"S","Y","O","M","G","1","F",40,2
"11241","ny25685",10306,13196337,7,"S","","O","B","D","1","M",30,NA
"11242","px65440",60655,5666898,NA,"S","Y","O","M","","1","F",36,NA
"11243","ny28795",6405,14149749,NA,"","","","","","","Y",NA,NA
"11244","ty51875",7922,19986370,12,"S","N","O","M","F","1","M",50,3
"11245","ux60388",11742,4946530,11,"M","","O","M","B","1","M",48,1
"11246","mx95253",60616,10505662,NA,"M","Y","","","","3","Y",46,2
"11247","zx58669",12533,4743249,NA,"","","","","","","Y",NA,NA
"11248","nx60702",11710,4532749,NA,"S","Y","O","M","G","1","F",38,NA
"11249","zy29516",20707,14218503,NA,"M","","O","B","E","4","Y",38,1
"11250","ay37728",22314,17327888,NA,"","","","","","","Y",NA,NA
"11251","xy30931",21122,14722448,NA,"","","","","","","Y",NA,NA
"11252","ey38535",6611,13895137,NA,"","","","","","","",NA,NA
"11253","wy32485",11205,15078060,8,"M","N","O","S","","1","Y",66,2
"11254","py25562",7076,13014648,NA,"","","","","","","M",NA,NA
"11255","yy32412",10028,15063360,NA,"","","","","","","Y",NA,NA
"11256","zy22473",6040,12597849,8,"S","N","O","S","E","1","M",52,3
"11257","ox57252",22201,4698448,NA,"M","","","S","F","1","F",30,1
"11258","wy23296",1453,10243549,5,"M","Y","","M","E","1","Y",38,1
"11259","ey24112",7035,12869198,11,"S","Y","O","A","E","3","M",58,3
"11260","fx92322",7869,9848570,9,"S","N","O","M","H","1","F",50,2
"11261","yy29595",21131,14389796,12,"S","N","O","M","H","1","M",58,2
"11262","wx81603",10463,7622976,6,"S","N","O","M","F","3","F",56,3
"11263","gy24701",46321,12974330,7,"S","Y","O","A","H","1","M",58,NA
"11264","yy45582",2191,19118637,7,"S","Y","O","M","A","1","M",40,NA
"11265","py25106",11003,13025636,NA,"S","Y","O","M","C","3","M",48,2
"11266","yy51491",10463,20289556,4,"S","Y","O","S","","1","",40,3
"11267","rx78738",60612,7172949,3,"M","","O","S","E","2","F",46,1
"11268","jx96878",20904,10804660,13,"S","Y","O","M","H","1","M",42,2
"11269","dx55668",11731,4514648,11,"S","","O","S","","1","F",52,3
"11270","by31634",60613,14890860,NA,"M","","","B","C","1","Y",26,1
"11271","dx83028",8844,7791972,8,"S","N","O","S","G","1","Y",54,3
"11272","hy38003",60164,17388072,NA,"","","","","","","M",NA,NA
"11273","zy28825",20016,14161337,NA,"","","","","","","M",NA,NA
"11274","ky48975",6419,9677148,NA,"","","","","","","",NA,NA
"11275","ky23941",2148,12841049,9,"S","","O","S","A","1","F",30,2
"11276","ny46721",2860,19305137,NA,"","","","","","","",NA,NA
"11277","ay48660",46250,19617230,8,"S","N","O","M","C","1","M",36,2
"11278","ux85408",6810,8077937,NA,"","","","","","","F",NA,NA
"11279","pz35863",22066,447570,13,"S","N","O","M","H","3","M",64,NA
"11280","ux62058",10530,5237476,11,"M","","O","M","","1","Y",48,NA
"11281","hy46033",2021,17440056,NA,"","","","","","","F",NA,NA
"11282","ny29716",7644,9465060,NA,"","","","","","","M",NA,NA
"11283","oy23951",60642,12817572,NA,"M","","O","S","","3","Y",54,NA
"11284","dy23650",2333,12795037,10,"S","Y","O","S","F","1","F",44,2
"11285","ux57187",53186,4671362,2,"S","","O","S","","1","Y",84,2
"11286","hx82491",11580,7732360,NA,"","","","","","","",NA,NA
"11287","fx90753",8734,8862830,12,"S","N","O","M","H","1","M",60,2
"11288","gy42246",10023,18330536,11,"M","Y","O","S","G","4","M",24,NA
"11289","xx15340",60477,1887630,8,"S","Y","O","M","","2","F",40,1
"11290","iy40813",6422,18086803,NA,"","","","","","","M",NA,NA
"11291","cy38105",6524,17200196,11,"S","N","O","M","F","1","F",54,3
"11292","cy37030",21212,16098796,8,"S","Y","O","M","B","1","F",30,2
"11293","lx33717",2878,2666098,NA,"","","","","","","",NA,NA
"11294","ky45676",6810,19129830,NA,"M","","","B","D","3","Y",24,NA
"11295","fx85196",60657,8057048,NA,"","","","","","","Y",NA,NA
"11296","ty39605",6854,17796698,NA,"","","","","","","",NA,NA
"11297","ly38823",20015,17610603,NA,"","","","","","","Y",NA,NA
"11298","ly27661",22304,13763149,NA,"M","","","B","","3","Y",58,NA
"11299","vx63945",11940,5470076,12,"S","Y","O","M","G","1","F",34,2
"11300","fy41912",2476,16074776,8,"S","Y","O","S","G","2","F",48,3
"11301","xz34956",60614,420798,9,"M","Y","O","B","H","1","F",48,NA
"11302","dy51022",1923,20169349,NA,"","","","","","","F",NA,NA
"11303","cy44734",19096,18948256,NA,"M","Y","","","E","4","M",NA,NA
"11304","zy34007",6109,15386056,NA,"","","","","","","",NA,NA
"11305","by25123",6851,13059288,11,"S","Y","O","M","F","2","Y",36,NA
"11306","by42913",1862,18585637,NA,"","","","","","","",NA,NA
"11307","cy41564",60614,18228170,NA,"M","","","S","","1","Y",24,NA
"11308","jy47166",6840,19365949,13,"S","Y","O","S","H","3","F",32,1
"11309","fx42131",22030,3097136,13,"S","N","O","M","G","1","Y",52,1
"11310","cz37852",60051,498656,5,"S","","O","M","F","1","F",50,1
"11311","ry29066",2343,14229948,6,"S","Y","O","M","F","1","Y",34,1
"11312","ty26060",6511,13301830,NA,"","","","","","","Y",NA,NA
"11313","zy29896",1760,14479376,NA,"","","","","","","",NA,NA
"11314","dx81319",8723,7581770,12,"S","N","O","M","F","1","Y",50,2
"11315","cy38742",10301,17590160,NA,"","","","","","","",NA,NA
"11316","uy20883",60431,12304556,NA,"S","","O","B","","2","F",30,1
"11317","wy31432",22203,14834049,NA,"","","","","","","",NA,NA
"11318","ly37902",1106,17359096,9,"S","Y","O","M","H","2","M",58,2
"11319","bx91435",2138,8778696,NA,"","","","","","","Y",NA,NA
"11320","mx29066",1756,2348870,11,"S","N","O","S","F","2","M",50,1
"11321","qy36327",2771,15901476,7,"S","N","O","S","H","1","F",68,3
"11322","gx86667",10528,8273496,NA,"","","","","","","F",NA,NA
"11323","gy41754",2062,18277462,11,"S","Y","O","M","","1","F",50,2
"11324","fy34047",2891,15392636,NA,"S","","O","","","2","Y",32,2
"11325","ly36248",20010,15878956,NA,"","","","","","","",NA,NA
"11326","vy19833",20190,11848862,7,"M","Y","O","S","H","1","Y",38,3
"11327","fy52256",20740,20473056,NA,"M","","","","","2","F",NA,NA
"11328","xy21901",1748,12502488,11,"S","N","O","M","G","1","F",34,2
"11329","ty34218",10570,14827798,NA,"S","Y","O","M","E","1","M",36,3
"11330","fy43113",20016,18637870,NA,"","","","","","","Y",NA,NA
"11331","py29441",60201,14345037,6,"M","Y","O","S","E","1","F",42,2
"11332","bx79647",1106,7301372,NA,"S","Y","O","M","H","1","F",34,3
"11333","ax74560",11742,6697088,NA,"","","","","","","",NA,NA
"11334","tx97312",1801,10892348,NA,"S","","O","S","H","4","F",50,2
"11335","iy36189",6518,15870703,8,"S","N","O","M","H","1","Y",30,2
"11336","px94732",8619,10369860,12,"S","N","O","M","","3","M",66,2
"11337","ty36752",60515,16016788,6,"S","Y","O","M","H","1","M",32,2
"11338","xy39196",22203,17552970,NA,"","","","","","","M",NA,NA
"11339","fy37815",21286,14639249,13,"S","N","O","M","F","2","Y",72,3
"11340","dy24275",7002,12891472,6,"S","Y","O","S","F","2","Y",22,1
"11341","jy42570",8534,18206437,11,"S","Y","O","M","F","1","F",34,2
"11342","zy50036",20190,19905888,NA,"","","","","","","Y",NA,NA
"11343","hy16485",11367,11325176,NA,"","","","","","","M",NA,NA
"11344","ey46379",1876,19243072,NA,"S","Y","O","M","F","1","Y",56,NA
"11345","vy35476",60601,15646960,NA,"","","","","","","Y",NA,NA
"11346","lx80233",11572,7347956,11,"S","Y","O","M","A","2","Y",42,1
"11347","kx87398",20020,8394503,NA,"","","","","","","",NA,NA
"11348","ry48170",1982,19521188,NA,"","","","","","","M",NA,NA
"11349","cy36033",10976,15834070,NA,"","","","","","","M",NA,NA
"11350","ny42761",21244,18544162,11,"S","N","O","A","D","1","F",54,2
"11351","ky22654",11980,12623648,NA,"","","","","","","",NA,NA
"11352","zy33878",10463,15363736,NA,"","","","","","","",NA,NA
"11353","jy22191",20010,12551672,NA,"","","","","","","Y",NA,NA
"11354","sx33706",2360,2661256,NA,"","","","","","","",NA,NA
"11355","sy21542",20721,12435562,NA,"S","","O","S","","3","Y",48,1
"11356","gx95512",2113,10544970,NA,"M","","O","S","","1","Y",48,2
"11357","jx82421",11530,7727276,11,"S","Y","O","M","H","1","Y",42,1
"11358","zy20584",60614,12229576,7,"S","N","O","S","F","1","M",28,NA
"11359","iy37247",10021,17183903,NA,"","","","","","","Y",NA,NA
"11360","hy19265",2141,11944048,NA,"","","","","","","Y",NA,NA
"11361","qy30757",10021,12662460,NA,"","","","","","","Y",NA,NA
"11362","jy45977",2744,19181937,5,"S","N","O","M","H","1","F",28,2
"11363","ay17046",2142,11479130,NA,"","","","","","","Y",NA,NA
"11364","qy46777",2446,18609172,8,"S","Y","O","M","D","2","Y",54,3
"11365","gx98672",20120,11181848,12,"S","N","O","M","G","3","F",56,2
"11366","oy50382",2122,19988960,NA,"","","","","","","F",NA,NA
"11367","py16817",20745,11408076,NA,"S","","","","","1","M",22,NA
"11368","hy45374",21244,19089672,4,"S","Y","O","M","E","2","M",56,1
"11369","kx77255",10701,7039149,4,"M","","O","B","","3","Y",60,3
"11370","hy16950",2762,11430548,NA,"","","","","","","Y",NA,NA
"11371","xx77429",60657,7058876,8,"M","","O","S","B","3","F",32,NA
"11372","ay39325",19073,15134270,12,"S","Y","O","M","E","1","F",46,3
"11373","py43365",2467,18444862,7,"S","Y","O","M","E","2","F",42,3
"11374","by50140",8844,13923298,NA,"","","","","","","",NA,NA
"11375","xx85408",20871,8074472,12,"S","Y","O","M","B","1","F",42,2
"11376","sy34820",6511,15543237,12,"S","Y","O","M","J","2","M",56,2
"11377","vy38824",19460,17613349,5,"S","N","O","S","A","1","M",54,NA
"11378","cx75813",2128,6848496,12,"M","Y","O","S","H","3","F",66,2
"11379","iy19687",7059,12044336,NA,"","","","","","","Y",NA,NA
"11380","oy19877",60505,12085396,5,"M","Y","O","S","G","4","Y",32,1
"11381","qy49154",60404,19661037,8,"S","N","O","M","F","1","Y",50,2
"11382","ky48585",2171,19604948,8,"S","N","O","M","B","1","M",50,3
"11383","by34111",11385,15321898,NA,"","","","","","","M",NA,NA
"11384","yy46675",20735,19298762,10,"S","N","O","M","","2","Y",50,1
"11385","sx69364",6107,6094536,11,"S","Y","O","M","C","2","M",46,2
"11386","ty35928",60563,15806930,5,"M","Y","O","S","E","4","F",70,3
"11387","ly38383",20002,17170603,NA,"M","","","S","F","3","Y",34,3
"11388","ay33456",2021,15283736,11,"S","Y","O","M","","1","F",42,1
"11389","tx96614",2346,10684796,NA,"","","","","","","F",NA,NA
"11390","py39240",10501,17709160,11,"S","Y","O","M","E","2","F",62,3
"11391","hy34202",11764,15425196,12,"S","Y","O","M","B","1","M",50,2
"11392","wy29415",60201,14192437,NA,"S","","O","","","1","F",NA,NA
"11393","mx76247",11977,6899688,10,"S","Y","O","M","","1","Y",50,2
"11394","jy43540",1510,18724630,12,"S","Y","O","S","A","1","F",44,2
"11395","wx85639",11763,8113148,6,"S","","O","M","D","2","M",50,2
"11396","xx95416",2169,10525748,6,"S","","O","S","A","1","M",30,1
"11397","xy30545",1887,14631460,8,"S","N","O","","H","1","Y",52,2
"11398","oy19782",11740,12036537,NA,"S","","","","F","1","F",42,2
"11399","sx93586",60601,10197149,NA,"","","","","","","",NA,NA
"11400","ny18225",6511,11727698,NA,"M","","R","S","","3","Y",46,1
"11401","wy49047",2215,19690256,NA,"","","","","","","Y",NA,NA
"11402","ty16556",20004,11347649,NA,"M","","","B","C","3","Y",30,NA
"11403","cx50262",2116,3888837,11,"","Y","O","S","J","1","Y",42,3
"11404","fy35794",10466,14555049,NA,"","","","","","","",NA,NA
"11405","zy25346",11572,13101437,NA,"","","","","","","Y",NA,NA
"11406","bx13481",22124,1776448,12,"S","Y","O","S","H","1","Y",42,1
"11407","vy43088",6437,18629503,10,"S","Y","O","M","F","2","Y",54,1
"11408","ny23871",10301,12527870,NA,"S","","O","","G","1","M",46,1
"11409","kx69287",7649,6082936,NA,"","","","","","","M",NA,NA
"11410","lx91428",20910,9389272,NA,"M","Y","O","M","H","2","F",22,NA
"11411","ex54717",60661,4403062,NA,"","","","","","","",NA,NA
"11412","jy49051",6614,19672576,8,"S","N","O","M","G","1","F",40,2
"11413","ny32023",2152,14983849,NA,"","","","","","","Y",NA,NA
"11414","my48493",20001,19586476,1,"M","","O","M","","3","Y",78,1
"11415","xx61862",1007,5206088,7,"S","","","S","","2","Y",60,NA
"11416","wy48267",60173,19542130,NA,"","","","","","","",NA,NA
"11417","ty38726",6854,17504370,NA,"","","","","","","Y",NA,NA
"11418","uy39372",20011,17749196,8,"S","Y","O","M","E","3","M",34,3
"11419","ey19620",2116,11716603,10,"S","N","O","S","H","1","Y",60,3
"11420","ly49855",20166,19837162,NA,"M","","","","","1","Y",NA,NA
"11421","sx64102",1930,5492603,NA,"","","","","","","Y",NA,NA
"11422","vy38560",6074,17530462,9,"S","N","O","M","F","1","M",32,3
"11423","ix71222",1902,6319703,4,"M","","R","M","","2","Y",98,NA
"11424","cy42698",20001,18528972,5,"M","Y","","B","E","3","M",42,2
"11425","wx75949",2118,6863736,NA,"","","","","","","",NA,NA
"11426","cy48045",3038,19428588,NA,"","","","","","","Y",NA,NA
"11427","tx27411",6518,2252496,12,"S","Y","O","M","F","1","Y",40,1
"11428","my50435",8879,20003770,11,"S","Y","O","A","E","2","F",50,3
"11429","ry22146",20001,12546136,NA,"","","","","","","Y",NA,NA
"11430","gy42770",1527,18486403,7,"S","","O","M","F","1","Y",38,1
"11431","jy41929",2120,18331048,NA,"","","","","","","F",NA,NA
"11432","ey39075",2895,7161436,NA,"","","","","","","M",NA,NA
"11433","wy25568",46220,13169656,13,"S","Y","O","S","F","1","Y",38,2
"11434","my30331",2879,14580948,12,"S","Y","O","M","H","1","F",50,2
"11435","ny45398",8837,19089049,12,"S","N","O","S","C","2","Y",66,2
"11436","vy26050",6107,13293237,11,"S","Y","O","S","F","1","M",32,2
"11437","py39792",8904,17850662,NA,"","","","","","","Y",NA,NA
"11438","ux23155",1564,2144136,8,"S","Y","O","A","G","2","Y",50,1
"11439","cy44424",2163,18287960,13,"S","N","O","M","H","1","M",30,1
"11440","xy25159",6419,13066060,8,"S","N","O","M","F","2","F",36,3
"11441","oy25135",2472,13061156,4,"S","Y","O","S","D","2","M",36,2
"11442","hx48600",6385,3745436,NA,"","","","","","","M",NA,NA
"11443","yx94213",60618,10334876,NA,"S","","","B","B","4","Y",32,2
"11444","cy45631",20770,19122249,4,"M","Y","O","A","","3","Y",50,4
"11445","wy23671",20164,12797948,11,"S","N","O","M","B","1","Y",50,2
"11446","ay32835",22205,15152376,NA,"","","","","","","Y",NA,NA
"11447","xx72078",22207,6415560,13,"S","N","O","M","H","1","M",62,3
"11448","dy48465",2122,19575948,11,"S","Y","O","M","F","1","M",28,1
"11449","vy48526",22209,19592372,5,"S","","O","M","H","1","Y",32,2
"11450","gy43276",20005,18407556,7,"M","","","S","","1","F",52,NA
"11451","gy36538",2124,15957437,11,"S","Y","O","M","F","1","F",42,1
"11452","ey47080",10024,19353772,NA,"","","","","","","",NA,NA
"11453","uy39290",60042,17727770,NA,"","","","","","","",NA,NA
"11454","by50038",60085,19903388,NA,"S","","O","","","1","F",NA,1
"11455","sx84237",20007,7919760,8,"S","","O","S","F","1","Y",36,1
"11456","bx85304",60097,6923888,7,"S","Y","O","S","","1","F",22,1
"11457","uy22083",11793,12534076,9,"S","Y","O","M","H","1","F",40,2
"11458","mx45537",7052,3448837,NA,"","","","","","","",NA,NA
"11459","zy23442",60051,12749598,5,"S","N","O","","F","1","M",70,1
"11460","gy28851",1028,13848572,10,"S","Y","O","M","G","1","F",36,3
"11461","xy46009",22206,19192548,NA,"","","","","","","Y",NA,NA
"11462","zz33157",6853,377762,12,"S","N","O","M","J","1","Y",44,2
"11463","hy44225",20748,18871688,NA,"","","","","","","Y",NA,NA
"11464","ty18091",6514,11706737,NA,"","","","","","","M",NA,NA
"11465","vy48555",7444,19599648,8,"S","Y","O","S","G","1","Y",58,3
"11466","zy39475",10805,17772849,NA,"M","","","","","3","Y",NA,NA
"11467","fy25185",6906,13067098,13,"M","","O","S","F","1","F",32,2
"11468","my24115",7730,12853748,NA,"","","","","","","",NA,NA
"11469","cy42990",1569,18603156,7,"S","Y","O","M","E","1","Y",30,2
"11470","hx84164",11946,7922856,NA,"","","","","","","",NA,NA
"11471","bx29603",6824,2375398,12,"S","Y","O","S","J","1","F",34,1
"11472","gy24858",60448,12988460,NA,"","","","","","","",NA,NA
"11473","fy43142",6418,18645870,7,"S","N","O","M","","1","M",66,2
